sentence,comment,score,ratio
최애 공간이라 블로그에도 리뷰 남겨놨어요 ㅎㅎ 조만간 또 방문할께요>.<,"['최애', '공간', '이라', '블로그', '에도', '리뷰', '남겨놨어요', '조만간', '또', '방문', '할께요']",-0.9472492326569768,-0.46
4,['4'],0.0,0.0
"""커피와 잘 어울려요~ 직원분이 친절하시네요^^","['커피', '와', '잘', '어울려요', '직원', '분', '이', '친절하시네요']",1.3179060474741076,0.69
오늘은 나를 위한 선물로 아아~,"['오늘', '은', '나를', '위', '한', '선물', '로', '아아']",0.41160878073177365,0.22
커피는 커피빈,"['커피', '는', '커피빈']",0.2564562363420113,0.17
편하고 아늑하고 커피도 맛나요 ㅎ,"['편하고', '아늑하고', '커피', '도', '맛', '나', '요']",2.2564562363420113,1.22
커피향이 좋아요~,"['커피', '향', '이', '좋아요']",0.501969697919709,0.31
따뜻하고 직원분들도 너무 친절하세요,"['따뜻하고', '직원', '분들', '도', '너무', '친절하세요']",2.8369767533043673,1.6
간단한 업무 하기 좋은곳,"['간단한', '업무', '하기', '좋은', '곳']",2.219986347020081,1.31
커피마시기에 좋아요,"['커피', '마시기', '에', '좋아요']",0.7219560449397902,0.45
친절하고 커피 맛있어요,"['친절하고', '커피', '맛있어요']",0.9864858595560055,0.67
"좋아요""",['좋아요'],0.2455134615776977,0.25
5,['5'],0.0,0.0
"""정말 양도 많고 맛있어요","['정말', '양도', '많고', '맛있어요']",1.2684817932998005,0.79
맛있어요,['맛있어요'],0.4523853211980975,0.45
음식 맛있고 좋아요 다만 가게 안에 자리가 테이블 2개 정도고 가게가 작아서 앉아서 먹을 자리가 없을 수도 있어요,"['음식', '맛있고', '좋아요', '다만', '가게', '안', '에', '자리', '가', '테이블', '2', '개', '정도', '고', '가게', '가', '작아서', '앉아서', '먹을', '자리', '가', '없을', '수도', '있어요']",1.2832549431214308,0.54
친절하시고 맛있어요!,"['친절하시고', '맛있어요']",1.043588274141619,0.8
ㅐ,[],0.0,-0.0
굳굳,"['굳', '굳']",0.0,0.0
샐러드를 이 가격에 배부르고 맛있게 먹을 수 있다니 너무 기분 좋게 먹었습니다~!ㅎㅎㅎ 너무 맘에 들어서 메뉴 뽀개기 들어가겠습니다!!ㅋㅋㅋㅋㅋ 자주뵐게요 친절하신 사장님~!,"['샐러드', '를', '이', '가격', '에', '배부르고', '맛있게', '먹을', '수', '있다니', '너무', '기분', '좋게', '먹었습니다', '너무', '맘', '에', '들어서', '메뉴', '뽀개기', '들어가겠습니다', '자주', '뵐게요', '친절하신', '사장', '님']",6.082670313015417,2.52
시원해요,['시원해요'],0.0,0.0
맛나요~,"['맛', '나', '요']",0.0,0.0
"굿~""",['굿'],0.0,0.0
6,['6'],0.0,0.0
"""파운드케이크 맛있어요","['파운드', '케이크', '맛있어요']",-0.16686420974497307,-0.11
레몬케이크 맛있어요,"['레몬', '케이크', '맛있어요']",-0.16686420974497307,-0.11
디져트가 너무 맛있어요,"['디져트', '가', '너무', '맛있어요']",0.7725359424431231,0.48
ㅎ,[],0.0,-0.0
초코스콘 마싯네여 초커 마들렌도요,"['초코', '스콘', '마싯', '네', '여', '초', '커', '마들렌', '도', '요']",-1.3236480544713118,-0.66
황치즈 파운드 맛이 연하다,"['황', '치즈', '파운드', '맛', '이', '연하다']",0.4399726940401647,0.25
굿,['굿'],0.0,0.0
굿,['굿'],0.0,0.0
굿,['굿'],0.0,0.0
"아담해서 귀여워요 테이크아웃 전문매장! 선물하러 들렸어요""","['아담해서', '귀여워요', '테이크아웃', '전문', '매장', '선물', '하러', '들렸어요']",-0.7993816941222887,-0.42
7,['7'],0.0,0.0
"""부먹으로 나오는 찹쌀 탕수육인데도바삭바삭 맛있는 탕수육이네요 .... 😍튀김옷, 고기, 소스까지 너무 맛있어요 !그리고 직접 빚어 만드시는 소룡포도 육즙 팡팡 넘 맛있고, 꾸덕꾸덕 고소한 볶음짜장도 맛있게 잘 먹었어요~ 담엔 유니짜장도 먹으러갈게용","['부', '먹으로', '나오는', '찹쌀', '탕수육', '인데', '도', '바삭바삭', '맛있는', '탕수육', '이네', '요', '튀김', '옷', '고기', '소스', '까지', '너무', '맛있어요', '그리고', '직접', '빚', '어', '만드시는', '소룡포', '도', '육즙', '팡팡', '넘', '맛있고', '꾸덕꾸덕', '고소한', '볶음', '짜장', '도', '맛있게', '잘', '먹었어요', '담', '엔', '유니짜장', '도', '먹으러', '갈게', '용']",1.6271948798557618,0.61
중식은 짜장 짬뽕 탕수육이지 ㅎㅎ처음 가보는 중식집은 꼭 기본적인 메뉴 부터 먹어보는편인데 여기 음식 진짜 맛있네요 중국분들이 운영 하신 다고 해요 매장도 너무 깔끔하고 맛도 좋고 친절하시고 다 너무 너무 만족스런 식사하고 왔어요 추천합니다 !!,"['중식', '은', '짜장', '짬뽕', '탕수육', '이지', '처음', '가보는', '중식', '집은', '꼭', '기본', '적', '인', '메뉴', '부터', '먹어', '보는', '편', '인데', '여기', '음식', '진짜', '맛있네요', '중국', '분들', '이', '운영', '하신', '다고', '해', '요', '매장', '도', '너무', '깔끔하고', '맛', '도', '좋고', '친절하시고', '다', '너무', '너무', '만족스런', '식사', '하고', '왔어요', '추천', '합니다']",-0.8236051284032837,-0.31
"모든 메뉴 다 완맛이에요!특히 볶음짜장 진짜 고소하고 짜지 않고 맛있어요. 볶음면과 짜장면의 중간맛인데 살짝 매콤해서 질리지 않고 마지막까지 맛있게 먹었어요. 탕수육 찐 찹쌀탕수육, 쫀득쫀득 식감과 맛이 장난 아닙니다. 볶음짜장과 탕수육은 누가 먹어도 만족할 맛이네요. 이 두 메뉴 추천이요.새우볶음밥은 중국현지 양쩌우차오판 맛이에요. 밥과 계란 모두 얇게 기름에 제대로 볶아서 100% 중국현지의 맛난 양쩌우볶음밥 그대로 맛입니다. 전반적으로 간이 다 짜지 않고 딱 적절해서 좋았습니다.","['모든', '메뉴', '다', '완맛', '이에요', '특히', '볶음', '짜장', '진짜', '고소하고', '짜지', '않고', '맛있어요', '볶음', '면', '과', '짜장면', '의', '중간', '맛', '인데', '살짝', '매콤', '해서', '질리', '지', '않고', '마지막', '까지', '맛있게', '먹었어요', '탕수육', '찐', '찹쌀', '탕수육', '쫀득쫀득', '식감', '과', '맛', '이', '장난', '아닙니다', '볶음', '짜장', '과', '탕수육', '은', '누가', '먹어도', '만족할', '맛', '이네', '요', '이', '두', '메뉴', '추천', '이', '요', '새우', '볶음밥', '은', '중국', '현지', '양', '쩌', '우', '차오', '판', '맛', '이에요', '밥', '과', '계란', '모두', '얇게', '기름', '에', '제대로', '볶아서', '100', '중국', '현지', '의', '맛', '난', '양', '쩌', '우', '볶음밥', '그대로', '맛', '입니다', '전반', '적', '으로', '간이', '다', '짜지', '않고', '딱', '적절해서', '좋았습니다']",11.953284105467647,3.97
짬뽕이랑 고추꽁바우먹었는데 맛있게 넘 잘먹었어요~~!! 외부부터 사람을 끄는 화려한 간판에 내부도 넓고 자리도 다양합니당,"['짬뽕', '이랑', '고추', '꽁', '바', '우', '먹었는데', '맛있게', '넘', '잘', '먹었어요', '외부', '부터', '사람', '을', '끄는', '화려한', '간판', '에', '내부', '도', '넓고', '자리', '도', '다양합니당']",5.314920129899484,2.22
1. 외관 진짜 고급스러움!! 테이블도 원판 돌려가며 먹을 수 있어서 넘나 편함~.~2. 짜장면은 자극적이지 않고 고기도 잘게 가득 들어있어서 꿀맛><3. 소룡포는 한입 먹으면 딱 국물 터지면서 탱글한 고기가 느껴져서 넘 행복!4. 잡채밥는 야채에서 불맛나고 고추도 들어있어서 살짝 매콤하니 넘 맛있었닿ㅎㅎㅎ,"['1', '외관', '진짜', '고급스러', '움', '테이블', '도', '원판', '돌려가며', '먹을', '수', '있어서', '넘나', '편함', '2', '짜장면', '은', '자극', '적', '이지', '않고', '고기', '도', '잘게', '가득', '들어있어서', '꿀맛', '3', '소룡포', '는', '한', '입', '먹으면', '딱', '국물', '터지면서', '탱', '글', '한', '고기', '가', '느껴져서', '넘', '행복', '4', '잡채', '밥', '는', '야채', '에서', '불맛', '나고', '고추', '도', '들어있어서', '살짝', '매콤', '하니', '넘', '맛있었', '닿']",5.399262421447052,1.94
주차장 찾기 힘들어요특별한 메뉴가 있어서 좋았다볶음짜장 맛있어요 ㅎㅎ너희 둘 중국사람 이야~??,"['주차장', '찾기', '힘들어요', '특별한', '메뉴', '가', '있어서', '좋았다', '볶음', '짜장', '맛있어요', '너희', '둘', '중국사람', '이야']",3.1556890654422576,1.45
"아는 분이 소개해준 맛집이라서 가봤는데 정말 맛있었어요! 탕수육, 라풍기말이, 소룡포, 새우딤섬 등 먹었는데 특히 라풍기말이가 특별하게 맛있었어여~볶음짜장도 맛있구 다 깔끔하니 맛있어요!!~~음식도 금방나와요!","['아는', '분', '이', '소개', '해준', '맛집', '이라서', '가봤는데', '정말', '맛있었어요', '탕수육', '라', '풍기말이', '소룡포', '새우', '딤섬', '등', '먹었는데', '특히', '라', '풍기말이가', '특별하게', '맛있었어여', '볶음', '짜장', '도', '맛있구', '다', '깔끔하니', '맛있어요', '음식', '도', '금방', '나와요']",9.584960382345454,3.79
본격적인 중국집!이렇게 맛있는 중식은 첨 먹어봐요!소룡포는 안에 육즙이 가득 들어있었고 너무 맛있었어요!류신슬밥은 마늘향이 나면서 신선한 재료들의 식감이 너무 맛있었여요!스라탕은 중국에 갔을 때 맛있게 먹어서 여기서도 시켜봤는데 중국에서 먹었던 맛 그대로! 스프의 식초맛?이 넘넘 맛있었어요!,"['본격', '적', '인', '중국집', '이렇게', '맛있는', '중식', '은', '첨', '먹어', '봐요', '소룡포', '는', '안', '에', '육즙', '이', '가득', '들어있었고', '너무', '맛있었어요', '류신', '슬밥', '은', '마늘', '향', '이', '나면서', '신선한', '재료', '들', '의', '식감', '이', '너무', '맛있었여요', '스', '라', '탕', '은', '중국', '에', '갔을', '때', '맛있게', '먹어서', '여기서도', '시켜', '봤는데', '중국', '에서', '먹었던', '맛', '그대로', '스프', '의', '식초', '맛', '이', '넘', '넘', '맛있었어요']",8.898430527986557,3.19
원래도 유명한 중식당이라 믿고 먹게 되네요 :) 이모님들이 엄청 친절하셔서 덩달아 기분이 좋아져요 ㅎㅎ 도일처는 ‘요리’ 메뉴들이 굉장히 다양하고 맛있다고 하더라구요 ? 그래서 다음에는 요리 메뉴들로 잔뜩 시켜보려구요 !,"['원래', '도', '유명한', '중식', '당', '이라', '믿고', '먹게', '되네요', '이모', '님', '들이', '엄청', '친절하셔서', '덩달아', '기분', '이', '좋아져요', '도일', '처', '는', '요리', '메뉴', '들', '이', '굉장히', '다양하고', '맛있다고', '하더라구요', '그래서', '다음', '에는', '요리', '메뉴', '들', '로', '잔뜩', '시켜', '보려구요']",5.232736052403356,2.02
"여기 너무 맛나요 룸도 있고~ 대접하는자리에 짱일거같아요~^^""","['여기', '너무', '맛', '나', '요', '룸', '도', '있고', '대접', '하는', '자리', '에', '짱', '일거', '같아요']",1.192416325377164,0.55
8,['8'],0.0,0.0
"""김치도 직접 담그시고, 칼국수 면도 직접 만들고 계시더라구요. 간만에 발견한 가성비 맛집이었습니다. 가까우면 자주 갔을 것 같아요","['김치', '도', '직접', '담그시고', '칼국수', '면도', '직접', '만들고', '계시더라구요', '간만', '에', '발견', '한', '가성', '비', '맛집', '이었습니다', '가까우면', '자주', '갔을', '것', '같아요']",3.2561802469072476,1.39
"흑석동 수목식당백종원의 3대 천왕에도 출연했던 35년 전통의 흑석동 대표맛집이다. 흑석시장에 위치한 노포식당으로 이것저것 시켜먹어도 도가니탕 한그릇 값도 안된다. 가성비 나름 갑이나 최상타 맛집은 아니다. 당연히 이 가격에 그 이상을 바라는 것은 무리다. ㅋㅋ라제비는 유일하게 평타 이하였고, 칼국수와 잔치국수는 평타 이상이였다. 이집에서 제일 맛있는 음식은 칼국수인듯. 요즘 나른한 햇살이 비추는 봄이라 그런지 입맛이 없다. 이렇게 혼자 세그릇 뚝딱 비워도 그제 먹은 도가니탕 한그릇 가격이 안되는 착한 식당으로 인정한다.","['흑석동', '수목', '식당', '백종원', '의', '3', '대', '천왕', '에도', '출연', '했던', '35년', '전통', '의', '흑석동', '대표', '맛집', '이다', '흑석', '시장', '에', '위치', '한', '노포', '식당', '으로', '이', '것', '저', '것', '시켜', '먹어도', '도가니탕', '한', '그릇', '값', '도', '안된다', '가성', '비', '나름', '갑', '이나', '최상', '타', '맛집', '은', '아니다', '당연히', '이', '가격', '에', '그', '이상', '을', '바라는', '것', '은', '무리', '다', '라', '제비', '는', '유일하게', '평타', '이', '하였고', '칼국수', '와', '잔치국수', '는', '평타', '이상', '이', '였다', '이집', '에서', '제일', '맛있는', '음식', '은', '칼국수', '인', '듯', '요즘', '나른한', '햇살', '이', '비추는', '봄', '이라', '그런지', '입맛', '이', '없다', '이렇게', '혼자', '세', '그릇', '뚝딱', '비워도', '그', '제', '먹은', '도가니탕', '한', '그릇', '가격', '이', '안되는', '착한', '식당', '으로', '인정', '한다']",-9.236845709859967,-3.02
